method,p_value,statistic,effect_size,mutual_info,impact,n,f1_type,f2_type,outcome_type,feature_1,feature_2,outcome,significant,bonferroni,rank,cumulative_pct
chi2,0.4345206251419116,232.9909,0.0,0.0,0.0004,3000,num,cat,cat,TenureVsAvg,Generation,is_terminated,False,False,795,99.99888691123685
chi2,0.3569549884243044,461.6924,0.0,0.0,0.0004,3000,num,cat,cat,TenureVsAvg,JobFamily,is_minority_dept,False,False,796,99.99889746184122
pearson,0.3619738861069451,-0.0166,0.0003,0.0,0.0004,3000,num,num,cat,TenureVsAvg,DeptGenderRatio,PayZone_encoded,False,False,797,99.99890801244563
chi2,0.6044431148231464,1.7818,0.0,0.0016,0.0004,3000,cat,cat,cat,Generation,OrgLevel,is_terminated,False,False,798,99.99891856305001
chi2,0.4377500486794864,4.7737,0.0,0.0,0.0004,3000,num,cat,cat,ExitYear,GenderCode,is_terminated,False,False,799,99.9989291136544
chi2,0.40460451605278247,15.2876,0.0,0.0,0.0004,3000,num,cat,cat,ExitYear,PerfScore,is_minority_dept,False,False,800,99.99893966425878
chi2,0.3569549884243044,461.6924,0.0,0.0,0.0004,3000,num,cat,cat,TenureYears,JobFamily,is_minority_dept,False,False,801,99.99895021486319
chi2,0.4245340344906547,6.2402,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,Region,SeniorityLevel,False,False,802,99.99896076546757
chi2,0.4345206251419116,232.9909,0.0,0.0,0.0004,3000,num,cat,cat,TenureYears,Generation,is_terminated,False,False,803,99.99897131607196
chi2,0.3783003630522654,1129.783,0.0,0.0008,0.0004,3000,num,cat,cat,TenureDays,GenderCode,is_minority_dept,False,False,804,99.99898186667635
chi2,0.39025561384263835,0.4705,0.0,0.0,0.0004,3000,cat,cat,cat,SpanOfControl,GenderCode,PerfScore,False,False,805,99.99899241728073
chi2,0.3772021907506042,3.1192,0.0,0.0,0.0004,3000,cat,cat,cat,OrgLevel,ExitQuarter,is_minority_dept,False,False,806,99.99900296788512
chi2,0.4384350320836761,987.945,0.0,0.0003,0.0004,3000,num,cat,cat,TenureDays,IsIC,is_terminated,False,False,807,99.9990135184895
chi2,0.36865260806589906,1.4287,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,IsManager,SeniorityLevel,False,False,808,99.9990240690939
chi2,0.3611244119324574,1189.7734,0.0,0.0,0.0004,3000,num,cat,cat,Age,ExitQuarter,is_terminated,False,False,809,99.99903461969829
chi2,0.4203342399287528,181.955,0.0,0.0,0.0004,3000,num,cat,cat,TenureVsAvg,Region,is_terminated,False,False,810,99.99904517030268
chi2,0.3772199630671095,299.585,0.0,0.0,0.0004,3000,num,cat,cat,TenureVsAvg,DivisionGroup,is_minority_dept,False,False,811,99.99905572090707
chi2,0.39613907003747323,14.2929,0.0,0.0,0.0004,3000,cat,cat,cat,Generation,ExitQuarter,is_terminated,False,False,812,99.99906627151145
chi2,0.37155818527652335,3.7962,0.0,0.0,0.0004,3000,cat,cat,cat,IsExecutive,ExitQuarter,is_minority_dept,False,False,813,99.99907682211584
chi2,0.43498078698917636,12.0194,0.0,0.0,0.0004,3000,cat,cat,cat,Generation,ExitQuarter,PayZone_encoded,False,False,814,99.99908737272023
chi2,0.4056003961716791,271.7807,0.0,0.0,0.0004,3000,num,cat,cat,TenureYears,DepartmentType,is_terminated,False,False,815,99.99909792332463
chi2,0.4011145163283585,70.8439,0.0,0.0,0.0004,3000,cat,cat,cat,IntersectionalID,StartQuarter,is_minority_dept,False,False,816,99.99910847392901
pearson,0.3781044877447616,0.0161,0.0003,0.0428,0.0004,3000,num,num,cat,Age,DeptDiversityScore,PerfScore,False,False,817,99.9991190245334
chi2,0.4324973928637085,3.9502,0.0,0.0,0.0004,3000,cat,cat,cat,SeniorityLevel,StartQuarter,PayZone_encoded,False,False,818,99.99912957513779
chi2,0.4305179312259999,13.5563,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,RaceDesc,is_terminated,False,False,819,99.99914012574217
chi2,0.4018836096979521,120.2072,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,IntersectionalID,SeniorityLevel,False,False,820,99.99915067634656
chi2,0.3670111665698062,249.4923,0.0,0.0,0.0004,3000,num,cat,cat,TenureVsAvg,RaceDesc,is_terminated,False,False,821,99.99916122695095
pearson,0.3781044877447616,0.0161,0.0003,0.0428,0.0004,3000,num,num,cat,Age,DeptDiversityScore,PayZone_encoded,False,False,822,99.99917177755535
chi2,0.3635090849283638,1.012,0.0,0.0,0.0004,3000,cat,cat,cat,IsManager,SpanOfControl,SeniorityLevel,False,False,823,99.99918232815973
chi2,0.3917993496042045,29.3324,0.0,0.0,0.0004,3000,cat,num,cat,JobFamily,StartYear,is_terminated,False,False,824,99.99919287876412
chi2,0.39529330663588824,10.3193,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,DepartmentType,PerfScore,False,False,825,99.9992034293685
chi2,0.39510893545035564,7.9343,0.0,0.0,0.0004,3000,cat,cat,cat,SeniorityLevel,ExitQuarter,is_minority_dept,False,False,826,99.99921397997291
chi2,0.39778126985933165,2.3904,0.0,0.0008,0.0004,3000,cat,cat,cat,Region,IsExecutive,is_minority_dept,False,False,827,99.99922453057728
chi2,0.3577402395768801,10.399,0.0,0.0,0.0004,3000,cat,cat,cat,Generation,StartQuarter,PayZone_encoded,False,False,828,99.99923508118167
pearson,0.3619738861069451,-0.0166,0.0003,0.0,0.0004,3000,num,num,cat,TenureYears,DeptGenderRatio,SeniorityLevel,False,False,829,99.99924563178607
chi2,0.41699166846607283,1.8795,0.0,0.0,0.0004,3000,cat,cat,cat,StartQuarter,GenderCode,PerfScore,False,False,830,99.99925618239045
chi2,0.3772199630671095,299.585,0.0,0.0,0.0004,3000,num,cat,cat,TenureYears,DivisionGroup,is_minority_dept,False,False,831,99.99926673299484
chi2,0.4409522679972604,3.4849,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,GenderCode,is_minority_dept,False,False,832,99.99927728359923
chi2,0.3670111665698062,249.4923,0.0,0.0,0.0004,3000,num,cat,cat,TenureYears,RaceDesc,is_terminated,False,False,833,99.99928783420361
chi2,0.3561564081606795,14.9622,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,ExitQuarter,SeniorityLevel,False,False,834,99.99929838480801
chi2,0.4187631781342971,0.3269,0.0,0.0001,0.0004,3000,cat,cat,cat,IsManager,OrgLevel,is_terminated,False,False,835,99.99930893541239
pearson,0.3781044877447616,0.0161,0.0003,0.0428,0.0004,3000,num,num,cat,Age,DeptDiversityScore,SeniorityLevel,False,False,836,99.99931948601677
pearson,0.3619738861069451,-0.0166,0.0003,0.0,0.0004,3000,num,num,cat,TenureYears,DeptGenderRatio,PayZone_encoded,False,False,837,99.99933003662117
chi2,0.4087764257245949,8.1025,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,PerfScore,SeniorityLevel,False,False,838,99.99934058722556
chi2,0.44366773673723736,3.3711,0.0,0.0,0.0004,3000,cat,cat,cat,ExitQuarter,GenderCode,is_minority_dept,False,False,839,99.99935113782995
chi2,0.36035407579942413,11.9307,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,PerfScore,is_minority_dept,False,False,840,99.99936168843433
chi2,0.4453819978745242,959.889,0.0,0.0,0.0004,3000,num,cat,cat,TenureDays,IsManager,is_terminated,False,False,841,99.99937223903873
pearson,0.3619738861069451,-0.0166,0.0003,0.0,0.0004,3000,num,num,cat,TenureYears,DeptGenderRatio,PerfScore,False,False,842,99.99938278964312
chi2,0.4056003961716791,271.7807,0.0,0.0,0.0004,3000,num,cat,cat,TenureVsAvg,DepartmentType,is_terminated,False,False,843,99.9993933402475
chi2,0.4129904608737381,7.9781,0.0,0.0,0.0004,3000,cat,cat,cat,DivisionGroup,PerfScore,is_terminated,False,False,844,99.9994038908519
chi2,0.4977628837146627,2.2126,0.0,0.0,0.0003,3000,cat,cat,cat,IsManager,StartQuarter,is_minority_dept,False,False,845,99.99941180380519
chi2,0.4499451208542411,0.9219,0.0,0.0,0.0003,3000,cat,cat,cat,IsExecutive,ExitQuarter,PerfScore,False,False,846,99.99941971675848
chi2,0.5110609156730291,304.3268,0.0,0.0,0.0003,3000,num,cat,cat,TenureYears,RaceDesc,is_minority_dept,False,False,847,99.99942762971179
chi2,0.5029629648068863,4444.6961,0.0,0.0,0.0003,3000,num,cat,cat,TenureDays,RaceDesc,is_minority_dept,False,False,848,99.99943554266508
chi2,0.4970174098758309,78.223,0.0,0.0,0.0003,3000,num,cat,cat,TenureYears,IsExecutive,is_minority_dept,False,False,849,99.99944345561838
chi2,0.4708427684457164,2.5934,0.0,0.0,0.0003,3000,cat,cat,cat,OrgLevel,ExitQuarter,is_terminated,False,False,850,99.99945136857168
chi2,0.6829524390195432,1.6147,0.0,0.002,0.0003,3000,cat,cat,cat,CareerStage,OrgLevel,PayZone_encoded,False,False,851,99.99945928152498
chi2,0.5340302935919004,2.2665,0.0,0.0,0.0003,3000,cat,cat,cat,CareerStage,SpanOfControl,PerfScore,False,False,852,99.99946719447827
chi2,0.5529685961319392,56.9362,0.0,0.0,0.0003,3000,num,cat,cat,TenureVsAvg,OrgLevel,is_terminated,False,False,853,99.99947510743156
chi2,0.4634315158771626,1.798,0.0,0.0,0.0003,3000,cat,cat,cat,SeniorityLevel,SpanOfControl,is_terminated,False,False,854,99.99948302038487
chi2,0.5068359812038516,10.6528,0.0,0.0,0.0003,3000,cat,cat,cat,DivisionGroup,Generation,SeniorityLevel,False,False,855,99.99949093333817
chi2,0.5389102299245229,1470.1064,0.0,0.0,0.0003,3000,num,cat,cat,Age,RaceDesc,is_minority_dept,False,False,856,99.99949884629147
chi2,0.4880443805079717,2.2422,0.0,0.0,0.0003,3000,cat,cat,cat,ExitQuarter,GenderCode,PayZone_encoded,False,False,857,99.99950675924477
chi2,0.48177416161681097,1.3035,0.0,0.0,0.0003,3000,cat,cat,cat,StartQuarter,GenderCode,PayZone_encoded,False,False,858,99.99951467219805
chi2,0.5064589467407266,1.868,0.0,0.0,0.0003,3000,cat,cat,cat,StartQuarter,GenderCode,is_minority_dept,False,False,859,99.99952258515135
chi2,0.4668290814174595,4.3713,0.0,0.0,0.0003,3000,num,cat,cat,ExitYear,GenderCode,is_minority_dept,False,False,860,99.99953049810465
chi2,0.545711887468516,0.8517,0.0,0.0,0.0003,3000,cat,cat,cat,SeniorityLevel,SpanOfControl,PerfScore,False,False,861,99.99953841105796
chi2,0.5529685961319392,56.9362,0.0,0.0,0.0003,3000,num,cat,cat,TenureYears,OrgLevel,is_terminated,False,False,862,99.99954632401125
chi2,0.9859293599393264,14960.2779,0.0,0.0433,0.0003,3000,num,cat,cat,Age,IntersectionalID,is_terminated,False,False,863,99.99955423696456
chi2,0.44734555066923853,0.2952,0.0,0.0,0.0003,3000,cat,cat,cat,OrgLevel,GenderCode,PayZone_encoded,False,False,864,99.99956214991784
chi2,0.49356830715873934,11.6458,0.0,0.0,0.0003,3000,cat,cat,cat,DivisionGroup,RaceDesc,PerfScore,False,False,865,99.99957006287114
chi2,0.46570924650880585,1118.4982,0.0,0.0,0.0003,3000,num,cat,cat,TenureDays,IsManager,is_minority_dept,False,False,866,99.99957797582444
chi2,0.4794733157415493,6.3277,0.0,0.0,0.0003,3000,cat,cat,cat,JobFamily,DivisionGroup,SeniorityLevel,False,False,867,99.99958588877773
chi2,0.515884014802475,28.1046,0.0,0.0,0.0003,3000,cat,num,cat,JobFamily,StartYear,is_minority_dept,False,False,868,99.99959380173104
chi2,0.4970174098758309,78.223,0.0,0.0,0.0003,3000,num,cat,cat,TenureVsAvg,IsExecutive,is_minority_dept,False,False,869,99.99960171468433
chi2,0.4659106040122903,4006.5651,0.0,0.0,0.0003,3000,num,cat,cat,TenureDays,RaceDesc,is_terminated,False,False,870,99.99960962763762
chi2,0.4606174449926693,0.7752,0.0,0.0,0.0003,3000,cat,cat,cat,SpanOfControl,GenderCode,is_terminated,False,False,871,99.99961754059092
chi2,0.4999545028188367,118.4179,0.0,0.0,0.0003,3000,cat,cat,cat,IntersectionalID,StartQuarter,is_terminated,False,False,872,99.99962545354423
chi2,0.45272722936307896,12.0263,0.0,0.0,0.0003,3000,cat,num,cat,Generation,StartYear,is_terminated,False,False,873,99.99963336649752
chi2,0.45298481233884325,316.007,0.0,0.0,0.0003,3000,num,cat,cat,TenureVsAvg,Region,is_minority_dept,False,False,874,99.99964127945083
chi2,0.5237871993120675,12.8596,0.0,0.0,0.0003,3000,cat,cat,cat,Generation,RaceDesc,PayZone_encoded,False,False,875,99.99964919240412
chi2,0.470190887404933,11.5991,0.0,0.0,0.0003,3000,num,cat,cat,ExitYear,PerfScore,is_terminated,False,False,876,99.99965710535741
chi2,0.48617817062796065,11.8518,0.0,0.0,0.0003,3000,cat,cat,cat,DivisionGroup,Generation,is_terminated,False,False,877,99.99966501831071
chi2,0.47979920279091703,0.2497,0.0,0.0001,0.0003,3000,cat,cat,cat,IsManager,OrgLevel,is_minority_dept,False,False,878,99.999672931264
chi2,0.46894059261691756,4.8403,0.0,0.0,0.0003,3000,cat,num,cat,SpanOfControl,StartYear,is_terminated,False,False,879,99.99968084421731
chi2,0.46766538263620283,17.4616,0.0,0.0,0.0003,3000,cat,num,cat,DivisionGroup,StartYear,is_minority_dept,False,False,880,99.9996887571706
chi2,0.5411510323303264,10.3929,0.0,0.0,0.0003,3000,cat,cat,cat,CareerStage,RaceDesc,PerfScore,False,False,881,99.99969667012391
chi2,0.4857242965451942,11.4764,0.0,0.0,0.0003,3000,cat,cat,cat,CareerStage,DivisionGroup,is_terminated,False,False,882,99.9997045830772
chi2,0.5110609156730291,304.3268,0.0,0.0,0.0003,3000,num,cat,cat,TenureVsAvg,RaceDesc,is_minority_dept,False,False,883,99.9997124960305
chi2,0.45298481233884325,316.007,0.0,0.0,0.0003,3000,num,cat,cat,TenureYears,Region,is_minority_dept,False,False,884,99.99972040898379
chi2,0.5160835988426231,0.5355,0.0,0.0,0.0003,3000,cat,cat,cat,SpanOfControl,GenderCode,PayZone_encoded,False,False,885,99.99972832193708
chi2,0.45403868866355634,6.7256,0.0,0.0,0.0003,3000,cat,num,cat,SpanOfControl,StartYear,is_minority_dept,False,False,886,99.99973623489039
chi2,0.9183021871378483,1.6207,0.0,0.0065,0.0002,3000,cat,cat,cat,Region,SpanOfControl,is_terminated,False,False,887,99.99974151019259
pearson,0.6014257770734943,-0.0095,0.0001,0.0123,0.0002,3000,num,num,cat,Age,StartYear,PayZone_encoded,False,False,888,99.99974678549478
chi2,0.6227015692104286,53.8502,0.0,0.0,0.0002,3000,num,cat,cat,TenureVsAvg,IsExecutive,is_terminated,False,False,889,99.99975206079698
chi2,0.9031662169092676,1.5196,0.0,0.0034,0.0002,3000,cat,num,cat,OrgLevel,ExitYear,is_terminated,False,False,890,99.99975733609917
pearson,0.571911905467247,0.0103,0.0001,0.0284,0.0002,3000,num,num,cat,Age,DeptGenderRatio,PerfScore,False,False,891,99.99976261140137
chi2,0.6299038648426171,2807.6094,0.0,0.0,0.0002,3000,num,cat,cat,TenureYears,IntersectionalID,is_terminated,False,False,892,99.99976788670357
pearson,0.571911905467247,0.0103,0.0001,0.0284,0.0002,3000,num,num,cat,Age,DeptGenderRatio,PayZone_encoded,False,False,893,99.99977316200574
chi2,0.6227015692104286,53.8502,0.0,0.0,0.0002,3000,num,cat,cat,TenureYears,IsExecutive,is_terminated,False,False,894,99.99977843730794
pearson,0.571911905467247,0.0103,0.0001,0.0284,0.0002,3000,num,num,cat,Age,DeptGenderRatio,SeniorityLevel,False,False,895,99.99978371261014
chi2,0.5862078216750795,1.2145,0.0,0.0,0.0002,3000,cat,cat,cat,StartQuarter,GenderCode,is_terminated,False,False,896,99.99978898791232
pearson,0.6014257770734943,-0.0095,0.0001,0.0123,0.0002,3000,num,num,cat,Age,StartYear,SeniorityLevel,False,False,897,99.99979426321453
chi2,0.6760683675541632,3.5077,0.0,0.0,0.0002,3000,cat,cat,cat,SeniorityLevel,StartQuarter,is_minority_dept,False,False,898,99.99979953851673
pearson,0.6014257770734943,-0.0095,0.0001,0.0123,0.0002,3000,num,num,cat,Age,StartYear,PerfScore,False,False,899,99.99980481381891
chi2,0.6423050967023898,126.5807,0.0,0.0,0.0002,3000,cat,num,cat,IntersectionalID,StartYear,is_minority_dept,False,False,900,99.99981008912111
chi2,0.6998382894205446,0.4903,0.0,0.0007,0.0002,3000,cat,cat,cat,JobFamily,OrgLevel,SeniorityLevel,False,False,901,99.99981536442331
chi2,0.6838463169969833,12.8131,0.0,0.0,0.0002,3000,cat,cat,cat,DivisionGroup,RaceDesc,is_minority_dept,False,False,902,99.9998206397255
chi2,0.6103734760770919,142.8124,0.0,0.0,0.0002,3000,cat,cat,cat,DivisionGroup,IntersectionalID,is_terminated,False,False,903,99.9998259150277
chi2,0.6342058172767698,12.3247,0.0,0.0,0.0002,3000,cat,cat,cat,CareerStage,RaceDesc,is_terminated,False,False,904,99.99983119032989
chi2,0.6395478502542933,68.8596,0.0,0.0,0.0002,3000,num,cat,cat,TenureVsAvg,GenderCode,is_minority_dept,False,False,905,99.99983646563209
chi2,0.6756562324744338,55.1325,0.0,0.0,0.0002,3000,num,cat,cat,TenureYears,GenderCode,is_terminated,False,False,906,99.99984174093429
chi2,0.5984125266778164,9.6062,0.0,0.0,0.0002,3000,cat,cat,cat,ExitQuarter,PerfScore,is_minority_dept,False,False,907,99.99984701623647
chi2,0.5956049478279057,15.1131,0.0,0.0,0.0002,3000,cat,cat,cat,JobFamily,DivisionGroup,is_terminated,False,False,908,99.99985229153867
chi2,0.6583016772823616,1.9993,0.0,0.0001,0.0002,3000,cat,cat,cat,DivisionGroup,IsExecutive,is_minority_dept,False,False,909,99.99985756684086
chi2,0.7040299623244544,1.6589,0.0,0.0,0.0002,3000,cat,cat,cat,CareerStage,SpanOfControl,SeniorityLevel,False,False,910,99.99986284214305
chi2,0.6748252164717596,2.2762,0.0,0.0,0.0002,3000,cat,cat,cat,CareerStage,SpanOfControl,is_minority_dept,False,False,911,99.99986811744525
chi2,0.6778525096314687,4.3927,0.0,0.0,0.0002,3000,cat,cat,cat,ExitQuarter,PerfScore,SeniorityLevel,False,False,912,99.99987339274745
chi2,0.6395478502542933,68.8596,0.0,0.0,0.0002,3000,num,cat,cat,TenureYears,GenderCode,is_minority_dept,False,False,913,99.99987866804963
chi2,0.6299038648426171,2807.6094,0.0,0.0,0.0002,3000,num,cat,cat,TenureVsAvg,IntersectionalID,is_terminated,False,False,914,99.99988394335183
chi2,0.6667088027511915,18.5496,0.0,0.0,0.0002,3000,cat,num,cat,CareerStage,ExitYear,is_minority_dept,False,False,915,99.99988921865402
chi2,0.6659642773914449,13.4458,0.0,0.0,0.0002,3000,cat,num,cat,Generation,StartYear,is_minority_dept,False,False,916,99.99989449395622
chi2,0.7015439718928682,18.2906,0.0,0.0,0.0002,3000,cat,cat,cat,JobFamily,DivisionGroup,is_minority_dept,False,False,917,99.99989976925842
chi2,0.5948506931587838,1214.933,0.0,0.0,0.0002,3000,num,cat,cat,Age,RaceDesc,is_terminated,False,False,918,99.9999050445606
chi2,0.5986479436232042,1.5852,0.0,0.0,0.0002,3000,cat,cat,cat,ExitQuarter,GenderCode,SeniorityLevel,False,False,919,99.9999103198628
chi2,0.9216943146618017,1.6246,0.0,0.0065,0.0002,3000,cat,cat,cat,Region,SpanOfControl,SeniorityLevel,False,False,920,99.999915595165
chi2,0.6756562324744338,55.1325,0.0,0.0,0.0002,3000,num,cat,cat,TenureVsAvg,GenderCode,is_terminated,False,False,921,99.9999208704672
chi2,0.8634733391203824,0.3219,0.0,0.0001,0.0001,3000,cat,cat,cat,DivisionGroup,IsExecutive,PerfScore,False,False,922,99.9999235081183
pearson,0.7676635766346269,0.0054,0.0,0.0047,0.0001,3000,num,num,cat,Age,TenureDays,SeniorityLevel,False,False,923,99.99992614576941
chi2,0.7165089525286483,1.4921,0.0,0.0008,0.0001,3000,cat,cat,cat,Region,IsExecutive,PayZone_encoded,False,False,924,99.9999287834205
chi2,0.8026105060789012,1.027,0.0,0.0001,0.0001,3000,cat,cat,cat,DivisionGroup,IsExecutive,is_terminated,False,False,925,99.99993142107161
pearson,0.7525068648689618,0.0058,0.0,0.0131,0.0001,3000,num,num,cat,Age,TenureYears,PayZone_encoded,False,False,926,99.9999340587227
chi2,0.7788966854835812,12.8316,0.0,0.0,0.0001,3000,cat,cat,cat,DivisionGroup,DepartmentType,PayZone_encoded,False,False,927,99.99993669637381
chi2,0.7761187901311432,11.019,0.0,0.0,0.0001,3000,cat,cat,cat,DivisionGroup,DepartmentType,is_minority_dept,False,False,928,99.99993933402492
chi2,0.8837975040688383,1.5093,0.0,0.0,0.0001,3000,cat,cat,cat,CareerStage,SpanOfControl,PayZone_encoded,False,False,929,99.99994197167602
chi2,0.7508773833988083,348.487,0.0,0.0,0.0001,3000,num,cat,cat,TenureVsAvg,JobFamily,is_terminated,False,False,930,99.99994460932712
pearson,0.7525068648689618,0.0058,0.0,0.0129,0.0001,3000,num,num,cat,Age,TenureVsAvg,PayZone_encoded,False,False,931,99.99994724697822
chi2,0.799979866383401,2.2969,0.0,0.0,0.0001,3000,cat,cat,cat,CareerStage,SpanOfControl,is_terminated,False,False,932,99.99994988462933
pearson,0.7676635766346269,0.0054,0.0,0.0047,0.0001,3000,num,num,cat,Age,TenureDays,PayZone_encoded,False,False,933,99.99995252228044
pearson,0.7525068648689618,0.0058,0.0,0.0129,0.0001,3000,num,num,cat,Age,TenureVsAvg,SeniorityLevel,False,False,934,99.99995515993153
chi2,0.7508773833988083,348.487,0.0,0.0,0.0001,3000,num,cat,cat,TenureYears,JobFamily,is_terminated,False,False,935,99.99995779758264
pearson,0.7525068648689618,0.0058,0.0,0.0131,0.0001,3000,num,num,cat,Age,TenureYears,PerfScore,False,False,936,99.99996043523373
pearson,0.8545604408705277,-0.0033,0.0,0.0,0.0001,3000,num,num,cat,Age,ExitYear,SeniorityLevel,False,False,937,99.99996307288484
chi2,0.776118790131143,11.019,0.0,0.0,0.0001,3000,cat,num,cat,DivisionGroup,DeptGenderRatio,is_minority_dept,False,False,938,99.99996571053595
pearson,0.8545604408705277,-0.0033,0.0,0.0,0.0001,3000,num,num,cat,Age,ExitYear,PayZone_encoded,False,False,939,99.99996834818705
pearson,0.7525068648689618,0.0058,0.0,0.0131,0.0001,3000,num,num,cat,Age,TenureYears,SeniorityLevel,False,False,940,99.99997098583815
chi2,0.9469042046604821,0.0546,0.0,0.0023,0.0001,3000,cat,cat,cat,IsExecutive,SpanOfControl,is_terminated,False,False,941,99.99997362348925
chi2,0.7952732523748905,174.4664,0.0,0.0,0.0001,3000,cat,cat,cat,DivisionGroup,IntersectionalID,PayZone_encoded,False,False,942,99.99997626114036
chi2,0.7761187901311433,11.019,0.0,0.0,0.0001,3000,cat,num,cat,DivisionGroup,DeptDiversityScore,is_minority_dept,False,False,943,99.99997889879147
chi2,0.8584123822728045,0.008,0.0,0.0,0.0001,3000,cat,cat,cat,OrgLevel,GenderCode,PerfScore,False,False,944,99.99998153644256
pearson,0.7676635766346269,0.0054,0.0,0.0047,0.0001,3000,num,num,cat,Age,TenureDays,PerfScore,False,False,945,99.99998417409367
pearson,0.8545604408705277,-0.0033,0.0,0.0,0.0001,3000,num,num,cat,Age,ExitYear,PerfScore,False,False,946,99.99998681174476
chi2,0.8170014156680454,79.8027,0.0,0.0,0.0001,3000,cat,cat,cat,DivisionGroup,IntersectionalID,is_minority_dept,False,False,947,99.99998944939588
pearson,0.7525068648689618,0.0058,0.0,0.0129,0.0001,3000,num,num,cat,Age,TenureVsAvg,PerfScore,False,False,948,99.99999208704698
chi2,0.7941040004235033,15.1613,0.0,0.0,0.0001,3000,cat,num,cat,CareerStage,ExitYear,is_terminated,False,False,949,99.99999472469808
chi2,0.9632836889647876,207.8245,0.0,0.0053,0.0001,3000,cat,num,cat,CareerStage,TenureVsAvg,is_terminated,False,False,950,99.99999736234918
chi2,0.970143461892629,263.9958,0.0,0.0064,0.0001,3000,num,cat,cat,Age,IsExecutive,is_terminated,False,False,951,100.00000000000028
chi2,1.0,0.0,0.0,0.0156,-0.0,3000,cat,cat,cat,IsLongTenure,RaceDesc,PayZone_encoded,False,False,952,100.00000000000028
chi2,1.0,0.0,0.0,0.0028,-0.0,3000,cat,cat,cat,IsLongTenure,DepartmentType,SeniorityLevel,False,False,953,100.00000000000028
chi2,1.0,0.0,0.0,0.0028,-0.0,3000,cat,cat,cat,IsLongTenure,DepartmentType,is_minority_dept,False,False,954,100.00000000000028
chi2,1.0,0.0,0.0,0.0028,-0.0,3000,cat,cat,cat,IsLongTenure,DepartmentType,PayZone_encoded,False,False,955,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureVsAvg,JobFamily,PerfScore,False,False,956,100.00000000000028
chi2,1.0,0.0,0.0,0.0028,-0.0,3000,cat,cat,cat,IsLongTenure,DepartmentType,PerfScore,False,False,957,100.00000000000028
chi2,1.0,0.0,0.0,0.0381,-0.0,3000,cat,cat,cat,JobFamily,PerfScore,PerfScore,False,False,958,100.00000000000028
chi2,1.0,0.0,0.0,0.0028,-0.0,3000,cat,cat,cat,IsLongTenure,DepartmentType,is_terminated,False,False,959,100.00000000000028
chi2,1.0,0.0,0.0,0.0156,-0.0,3000,cat,cat,cat,IsLongTenure,RaceDesc,SeniorityLevel,False,False,960,100.00000000000028
chi2,1.0,0.0,0.0,0.0156,-0.0,3000,cat,cat,cat,IsLongTenure,RaceDesc,is_minority_dept,False,False,961,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureVsAvg,Region,SeniorityLevel,False,False,962,100.00000000000028
chi2,1.0,0.0,0.0,0.0156,-0.0,3000,cat,cat,cat,IsLongTenure,RaceDesc,PerfScore,False,False,963,100.00000000000028
chi2,1.0,0.0,0.0,0.0156,-0.0,3000,cat,cat,cat,IsLongTenure,RaceDesc,is_terminated,False,False,964,100.00000000000028
chi2,1.0,0.0,0.0,0.0,-0.0,3000,cat,cat,cat,IsLongTenure,GenderCode,SeniorityLevel,False,False,965,100.00000000000028
anova,1.0,0.0,0.0,0.5855,-0.0,3000,cat,num,cat,JobFamily,DeptDiversityScore,SeniorityLevel,False,False,966,100.00000000000028
anova,1.0,0.0,0.0,0.5855,-0.0,3000,cat,num,cat,JobFamily,DeptDiversityScore,PayZone_encoded,False,False,967,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureVsAvg,JobFamily,PayZone_encoded,False,False,968,100.00000000000028
anova,1.0,0.0,0.0,0.5855,-0.0,3000,cat,num,cat,JobFamily,DeptDiversityScore,PerfScore,False,False,969,100.00000000000028
chi2,0.0,1500.0,0.0,0.0767,0.0,3000,cat,cat,cat,JobFamily,IsExecutive,is_terminated,True,True,970,100.00000000000028
chi2,0.0,590.25,0.0,0.0767,0.0,3000,cat,cat,cat,JobFamily,IsExecutive,PerfScore,True,True,971,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureVsAvg,Region,PayZone_encoded,False,False,972,100.00000000000028
chi2,0.0,1500.0,0.0,0.0767,0.0,3000,cat,cat,cat,JobFamily,IsExecutive,is_minority_dept,True,True,973,100.00000000000028
anova,1.0,0.0,0.0,0.0016,-0.0,3000,cat,num,cat,JobFamily,ExitYear,SeniorityLevel,False,False,974,100.00000000000028
chi2,0.0,1494.6492,0.0,0.6327,0.0,3000,cat,cat,cat,JobFamily,IntersectionalID,SeniorityLevel,True,True,975,100.00000000000028
